title,url,instructionalLevel,corpus
Learn Javascript & JQuery From Scratch,https://www.udemy.com/learn-javascript-jquery-from-scratch/,All Levels,Learn Javascript & JQuery From Scratch learn javascript jquery from scratchWeb DevelopmentAll Levels
Learn to use JSON,https://www.udemy.com/learn-to-use-json/,Beginner Level,Learn to use JSON learn to use jsonWeb DevelopmentBeginner Level
The Ultimate Web Developer How To Guide,https://www.udemy.com/learn-web-development-complete-step-by-step-guide-to-success/,All Levels,The Ultimate Web Developer How To Guide learn web development complete step by step guide to successWeb DevelopmentAll Levels
"Build A Complete CRUD Application With PHP, MYSQL & JQUERY",https://www.udemy.com/build-a-complete-crud-application-with-php-mysql-jquery/,All Levels,"Build A Complete CRUD Application With PHP, MYSQL & JQUERY build a complete crud application with php mysql jqueryWeb DevelopmentAll Levels"
jQuery Crash Course: Learn the Essentials of jQuery Fast,https://www.udemy.com/learn-jquery-crash-course/,All Levels,jQuery Crash Course: Learn the Essentials of jQuery Fast learn jquery crash courseWeb DevelopmentAll Levels
Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS,https://www.udemy.com/drupal-tutorial/,Beginner Level,Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS drupal tutorialWeb DevelopmentBeginner Level
The Complete PHP CodeIgniter Course: Beginner To Advanced,https://www.udemy.com/codeignitercourse/,All Levels,The Complete PHP CodeIgniter Course: Beginner To Advanced codeignitercourseWeb DevelopmentAll Levels
JavaScript For Beginners : Learn JavaScript From Scratch,https://www.udemy.com/javascript-course-for-beginners/,All Levels,JavaScript For Beginners : Learn JavaScript From Scratch javascript course for beginnersWeb DevelopmentAll Levels
"Mastering 'Native CSS Shapes To Build Modern Web Pages""",https://www.udemy.com/mastering-native-css-shapes/,All Levels,"Mastering 'Native CSS Shapes To Build Modern Web Pages"" mastering native css shapesWeb DevelopmentAll Levels"
WordPress Development For Beginners,https://www.udemy.com/wordpress-basic/,All Levels,WordPress Development For Beginners wordpress basicWeb DevelopmentAll Levels
WordPress local server setup and site migration online,https://www.udemy.com/wordpress-local-install-and-two-methods-to-migrate-online/,All Levels,WordPress local server setup and site migration online wordpress local install and two methods to migrate onlineWeb DevelopmentAll Levels
PHP Fundamentals - Start Earning The Top Dollars You Deserve,https://www.udemy.com/php-fundamentals/,All Levels,PHP Fundamentals - Start Earning The Top Dollars You Deserve php fundamentalsWeb DevelopmentAll Levels
Interactive Dynamic JavaScript for beginners DOM,https://www.udemy.com/javascript-dom/,Beginner Level,Interactive Dynamic JavaScript for beginners DOM javascript domWeb DevelopmentBeginner Level
Javascript Intermediate level 1 - Mastering the DOM,https://www.udemy.com/javascript-intermediate-mastering-the-dom/,All Levels,Javascript Intermediate level 1 - Mastering the DOM javascript intermediate mastering the domWeb DevelopmentAll Levels
Sublime Text for Rapid Web Development,https://www.udemy.com/sublime-text-for-rapid-web-development/,All Levels,Sublime Text for Rapid Web Development sublime text for rapid web developmentWeb DevelopmentAll Levels
Servlets and JSPs Tutorial: Learn Web Applications With Java,https://www.udemy.com/javawebtut/,All Levels,Servlets and JSPs Tutorial: Learn Web Applications With Java javawebtutWeb DevelopmentAll Levels
Projects in PHP and MySQL,https://www.udemy.com/the-complete-web-development-course-learn-by-building-apps/,All Levels,Projects in PHP and MySQL the complete web development course learn by building appsWeb DevelopmentAll Levels
PHP OOP: Object Oriented Programming for beginners + Project,https://www.udemy.com/oop-php-object-oriented-programing-with-project-1-course/,All Levels,PHP OOP: Object Oriented Programming for beginners + Project oop php object oriented programing with project 1 courseWeb DevelopmentAll Levels
React Redux React-Router: From Beginner to Paid Professional,https://www.udemy.com/react-redux-react-router/,All Levels,React Redux React-Router: From Beginner to Paid Professional react redux react routerWeb DevelopmentAll Levels
Django Core | A Reference Guide to Core Django Concepts,https://www.udemy.com/django-core/,Intermediate Level,Django Core | A Reference Guide to Core Django Concepts django coreWeb DevelopmentIntermediate Level
"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL",https://www.udemy.com/build-angular-2-complete-e-comerce-app-java-spring-mysql/,All Levels,"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL build angular 2 complete e comerce app java spring mysqlWeb DevelopmentAll Levels"
"Build An Online Bank With Java, Angular 2, Spring and More",https://www.udemy.com/build-an-online-bank-with-java-angular-2-spring-and-more/,Beginner Level,"Build An Online Bank With Java, Angular 2, Spring and More build an online bank with java angular 2 spring and moreWeb DevelopmentBeginner Level"
The Complete jQuery Course: From Beginner To Advanced!,https://www.udemy.com/jquery-tutorial/,All Levels,The Complete jQuery Course: From Beginner To Advanced! jquery tutorialWeb DevelopmentAll Levels
Projects in AngularJS - Learn by building 10 Projects,https://www.udemy.com/learn-angularjs-development/,All Levels,Projects in AngularJS - Learn by building 10 Projects learn angularjs developmentWeb DevelopmentAll Levels
The Ultimate Vue JS 2 Developers Course,https://www.udemy.com/vuejs-2-essentials/,All Levels,The Ultimate Vue JS 2 Developers Course vuejs 2 essentialsWeb DevelopmentAll Levels
React JS - Build real world JS apps & deploy on cloud,https://www.udemy.com/reactjs-for-beginners-build-real-world-react-apps-deploy-on-cloud/,All Levels,React JS - Build real world JS apps & deploy on cloud reactjs for beginners build real world react apps deploy on cloudWeb DevelopmentAll Levels
Angular 4 Front To Back,https://www.udemy.com/angular-4-front-to-back/,All Levels,Angular 4 Front To Back angular 4 front to backWeb DevelopmentAll Levels
"Modern Web Development with SASS, Gulp, NPM & Web Workflows",https://www.udemy.com/modern-web-development-with-sass-gulp-npm-web-workflows/,Beginner Level,"Modern Web Development with SASS, Gulp, NPM & Web Workflows modern web development with sass gulp npm web workflowsWeb DevelopmentBeginner Level"
"HTML5, CSS3 And JavaScript Fundamentals 2016",https://www.udemy.com/html5-css3-and-javascript-fundamentals-2016/,All Levels,"HTML5, CSS3 And JavaScript Fundamentals 2016 html5 css3 and javascript fundamentals 2016Web DevelopmentAll Levels"
"Angular 4 - Concepts, Code and Collective Wisdom",https://www.udemy.com/angular-2-concepts-code-and-collective-wisdom/,Intermediate Level,"Angular 4 - Concepts, Code and Collective Wisdom angular 2 concepts code and collective wisdomWeb DevelopmentIntermediate Level"
Learn E-Commerce Website in PHP & MySQL From Scratch!,https://www.udemy.com/ecommerce-website-in-php-mysqli/,All Levels,Learn E-Commerce Website in PHP & MySQL From Scratch! ecommerce website in php mysqliWeb DevelopmentAll Levels
JavaScript Game Development: Create Your Own Breakout Game,https://www.udemy.com/javascript-game-development-create-your-own-breakout-game/,All Levels,JavaScript Game Development: Create Your Own Breakout Game javascript game development create your own breakout gameWeb DevelopmentAll Levels
HTML and HTML5 For Beginners 2016,https://www.udemy.com/html-and-html5-for-beginners-2016/,All Levels,HTML and HTML5 For Beginners 2016 html and html5 for beginners 2016Web DevelopmentAll Levels
A Very Complete Introduction To Laravel,https://www.udemy.com/laravel-4-beginners/,All Levels,A Very Complete Introduction To Laravel laravel 4 beginnersWeb DevelopmentAll Levels
"Learn to code, Become a Web Developer and Master JavaScript!",https://www.udemy.com/master-javascript-today/,All Levels,"Learn to code, Become a Web Developer and Master JavaScript! master javascript todayWeb DevelopmentAll Levels"
Serverless Architecture on Amazon Web Services,https://www.udemy.com/serverless-architecture-on-aws/,Intermediate Level,Serverless Architecture on Amazon Web Services serverless architecture on awsWeb DevelopmentIntermediate Level
jQuery Essentials: Learn the Fundamental of jQuery,https://www.udemy.com/jquery-essentials/,All Levels,jQuery Essentials: Learn the Fundamental of jQuery jquery essentialsWeb DevelopmentAll Levels
Expert Guide : Mastering Functions in JavaScript !,https://www.udemy.com/functions-in-javascript/,All Levels,Expert Guide : Mastering Functions in JavaScript ! functions in javascriptWeb DevelopmentAll Levels
Learn Angular 4 from Scratch,https://www.udemy.com/learn-angular-from-scratch/,Beginner Level,Learn Angular 4 from Scratch learn angular from scratchWeb DevelopmentBeginner Level
Discover HTML Essential guide to HTML how to create webpages,https://www.udemy.com/intro-to-html-beginners-guide-to-html-how-to-create-webpages/,Beginner Level,Discover HTML Essential guide to HTML how to create webpages intro to html beginners guide to html how to create webpagesWeb DevelopmentBeginner Level
HTML5 and CSS3 for beginners: Create a Website from Scratch,https://www.udemy.com/html5-and-css3-for-beginners-create-a-website-from-scratch/,Beginner Level,HTML5 and CSS3 for beginners: Create a Website from Scratch html5 and css3 for beginners create a website from scratchWeb DevelopmentBeginner Level
Introduction to Web Development,https://www.udemy.com/introduction-to-web-development/,Beginner Level,Introduction to Web Development introduction to web developmentWeb DevelopmentBeginner Level
jQuery Fundamentals Powerful Bootcamp for beginners,https://www.udemy.com/jquery-fundamentals-bootcamp-learn-how-to-use-jquery/,All Levels,jQuery Fundamentals Powerful Bootcamp for beginners jquery fundamentals bootcamp learn how to use jqueryWeb DevelopmentAll Levels
The Complete HTML & CSS Course - From Novice To Professional,https://www.udemy.com/htmlwebsite/,All Levels,The Complete HTML & CSS Course - From Novice To Professional htmlwebsiteWeb DevelopmentAll Levels
JavaScript Basics Web Development Building Blocks,https://www.udemy.com/javascript-basics-web-development-building-blocks/,Beginner Level,JavaScript Basics Web Development Building Blocks javascript basics web development building blocksWeb DevelopmentBeginner Level
Bootstrap unleash the power faster & easier web development,https://www.udemy.com/bootstrap-3-responsive-design-tutorial-fundamentals/,All Levels,Bootstrap unleash the power faster & easier web development bootstrap 3 responsive design tutorial fundamentalsWeb DevelopmentAll Levels
JavaScript Design Patterns: 20 Patterns for Expert Code,https://www.udemy.com/javascript-design-patterns-20-patterns-for-expert-code/,Expert Level,JavaScript Design Patterns: 20 Patterns for Expert Code javascript design patterns 20 patterns for expert codeWeb DevelopmentExpert Level
Fix Google's New 'Not Secure' Warning with Let's Encrypt!,https://www.udemy.com/fix-googles-new-not-secure-warning-with-lets-encrypt/,Beginner Level,Fix Google's New 'Not Secure' Warning with Let's Encrypt! fix googles new not secure warning with lets encryptWeb DevelopmentBeginner Level
JavaScript for Beginners Welcome to learning JavaScript,https://www.udemy.com/javascript-for-beginners-course/,Beginner Level,JavaScript for Beginners Welcome to learning JavaScript javascript for beginners courseWeb DevelopmentBeginner Level
Benefits of Thinking Mobile First Future of Website Design,https://www.udemy.com/thinking-mobile-websites-smart-design-tutorial/,Beginner Level,Benefits of Thinking Mobile First Future of Website Design thinking mobile websites smart design tutorialWeb DevelopmentBeginner Level
Javascript from Beginner to Advanced Level,https://www.udemy.com/javascript-from-beginner-to-advanced-level/,Beginner Level,Javascript from Beginner to Advanced Level javascript from beginner to advanced levelWeb DevelopmentBeginner Level
AJAX Development,https://www.udemy.com/ajax-development/,All Levels,AJAX Development ajax developmentWeb DevelopmentAll Levels
Interaction Design Specialist For Web Developers,https://www.udemy.com/interaction-design-specialist-for-web-developers/,All Levels,Interaction Design Specialist For Web Developers interaction design specialist for web developersWeb DevelopmentAll Levels
PHP Security,https://www.udemy.com/php-security/,All Levels,PHP Security php securityWeb DevelopmentAll Levels
