title,url,instructionalLevel,source,institution,isPaid,corpus
Web Design for Web Developers: Build Beautiful Websites!,https://www.udemy.com/web-design-secrets/,All Levels,Udemy,Independent/Organisation,False,Web Design for Web Developers: Build Beautiful Websites! web design secretsIT and Web Development All Levels Udemy Independent/Organisation
"Learn Rails: Quickly Code, Style and Launch 4 Web Apps",https://www.udemy.com/learn-rails/,All Levels,Udemy,Independent/Organisation,True,"Learn Rails: Quickly Code, Style and Launch 4 Web Apps learn railsIT and Web Development All Levels Udemy Independent/Organisation"
Getting Started with NodeJS for Beginners,https://www.udemy.com/getting-started-with-nodejs-for-beginners/,All Levels,Udemy,Independent/Organisation,True,Getting Started with NodeJS for Beginners getting started with nodejs for beginnersIT and Web Development All Levels Udemy Independent/Organisation
Quickstart AngularJS,https://www.udemy.com/quickstart-angularjs/,Beginner Level,Udemy,Independent/Organisation,False,Quickstart AngularJS quickstart angularjsIT and Web Development Beginner Level Udemy Independent/Organisation
Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML,https://www.udemy.com/css-with-html/,All Levels,Udemy,Independent/Organisation,True,Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML css with htmlIT and Web Development All Levels Udemy Independent/Organisation
Learn Building Your Own Website Without Coding,https://www.udemy.com/learn-building-your-own-website-without-coding/,All Levels,Udemy,Independent/Organisation,True,Learn Building Your Own Website Without Coding learn building your own website without codingIT and Web Development All Levels Udemy Independent/Organisation
Practical Guide to Web Development,https://www.udemy.com/designers-guide-to-web-development/,Beginner Level,Udemy,Independent/Organisation,True,Practical Guide to Web Development designers guide to web developmentIT and Web Development Beginner Level Udemy Independent/Organisation
The Complete HTML5 and CSS3 Course,https://www.udemy.com/the-complete-html5-and-css3-course/,All Levels,Udemy,Independent/Organisation,True,The Complete HTML5 and CSS3 Course the complete html5 and css3 courseIT and Web Development All Levels Udemy Independent/Organisation
HTML & CSS for beginners: Build 3 projects from scratch,https://www.udemy.com/learn-html-css-by-building-3-real-projects/,Beginner Level,Udemy,Independent/Organisation,True,HTML & CSS for beginners: Build 3 projects from scratch learn html css by building 3 real projectsIT and Web Development Beginner Level Udemy Independent/Organisation
Code a 'Coming Soon' Landing Page in Bootstrap 4,https://www.udemy.com/code-a-coming-soon-landing-page-in-bootstrap-4/,All Levels,Udemy,Independent/Organisation,False,Code a 'Coming Soon' Landing Page in Bootstrap 4 code a coming soon landing page in bootstrap 4IT and Web Development All Levels Udemy Independent/Organisation
Introduction to Bootstrap 3,https://www.udemy.com/introduction-to-bootstrap-3/,Beginner Level,Udemy,Independent/Organisation,True,Introduction to Bootstrap 3 introduction to bootstrap 3IT and Web Development Beginner Level Udemy Independent/Organisation
Master ExpressJS to Build Web Apps with NodeJS&JavaScript,https://www.udemy.com/expressjs/,All Levels,Udemy,Independent/Organisation,True,Master ExpressJS to Build Web Apps with NodeJS&JavaScript expressjsIT and Web Development All Levels Udemy Independent/Organisation
Learn XML Crash Course: Discover Essential XML Fundamentals ,https://www.udemy.com/learn-xml-crash-course/,Intermediate Level,Udemy,Independent/Organisation,True,Learn XML Crash Course: Discover Essential XML Fundamentals  learn xml crash courseIT and Web Development Intermediate Level Udemy Independent/Organisation
HTML5 CSS3 JQUERY Single Page Website Project from Scratch,https://www.udemy.com/html5-css3-jquery-single-page-website-project-from-scratch/,All Levels,Udemy,Independent/Organisation,True,HTML5 CSS3 JQUERY Single Page Website Project from Scratch html5 css3 jquery single page website project from scratchIT and Web Development All Levels Udemy Independent/Organisation
Scrape Websites using PhantomJS and CasperJS,https://www.udemy.com/scrape-websites-phantomjs-casperjs/,Intermediate Level,Udemy,Independent/Organisation,True,Scrape Websites using PhantomJS and CasperJS scrape websites phantomjs casperjsIT and Web Development Intermediate Level Udemy Independent/Organisation
Amazon s3 Mastery - THE How-To' Guides For Amazon S3,https://www.udemy.com/amazon-s3-mastery/,All Levels,Udemy,Independent/Organisation,True,Amazon s3 Mastery - THE How-To' Guides For Amazon S3 amazon s3 masteryIT and Web Development All Levels Udemy Independent/Organisation
HTML and CSS Crash Course for Beginners,https://www.udemy.com/html-and-css-crash-course-for-beginners/,Beginner Level,Udemy,Independent/Organisation,True,HTML and CSS Crash Course for Beginners html and css crash course for beginnersIT and Web Development Beginner Level Udemy Independent/Organisation
EMMET Faster HTML & CSS workflow - Best Tool For Developers ,https://www.udemy.com/emmet-start-coding-html-and-css-fast-and-easy/,All Levels,Udemy,Independent/Organisation,False,EMMET Faster HTML & CSS workflow - Best Tool For Developers  emmet start coding html and css fast and easyIT and Web Development All Levels Udemy Independent/Organisation
Introduction to Web Development,https://www.udemy.com/introduction-to-web-development2/,Beginner Level,Udemy,Independent/Organisation,True,Introduction to Web Development introduction to web development2IT and Web Development Beginner Level Udemy Independent/Organisation
AngularJS For ASP.NET MVC Developers,https://www.udemy.com/angularjs-for-aspnet-mvc-developers/,Intermediate Level,Udemy,Independent/Organisation,True,AngularJS For ASP.NET MVC Developers angularjs for aspnet mvc developersIT and Web Development Intermediate Level Udemy Independent/Organisation
Serverless Workflow Management with AWS Step Functions,https://www.udemy.com/aws-step-functions/,Intermediate Level,Udemy,Independent/Organisation,False,Serverless Workflow Management with AWS Step Functions aws step functionsIT and Web Development Intermediate Level Udemy Independent/Organisation
How to set up a Web Server From Scratch to One Fully Managed,https://www.udemy.com/how-to-setup-a-web-server/,All Levels,Udemy,Independent/Organisation,True,How to set up a Web Server From Scratch to One Fully Managed how to setup a web serverIT and Web Development All Levels Udemy Independent/Organisation
The Complete PHP MySQL Professional Course with 5 Projects,https://www.udemy.com/the-complete-php-mysql-professional-course/,All Levels,Udemy,Independent/Organisation,True,The Complete PHP MySQL Professional Course with 5 Projects the complete php mysql professional courseIT and Web Development All Levels Udemy Independent/Organisation
Angular Masterclass,https://www.udemy.com/angular-2-fundamentals-with-typescript-for-pro-developers-systemjs/,All Levels,Udemy,Independent/Organisation,True,Angular Masterclass angular 2 fundamentals with typescript for pro developers systemjsIT and Web Development All Levels Udemy Independent/Organisation
Become a Professional Web Developer | Version 3.0,https://www.udemy.com/web-development-tutorials/,All Levels,Udemy,Independent/Organisation,True,Become a Professional Web Developer | Version 3.0 web development tutorialsIT and Web Development All Levels Udemy Independent/Organisation
Build Incredible Chatbots,https://www.udemy.com/build-incredible-chatbots/,All Levels,Udemy,Independent/Organisation,True,Build Incredible Chatbots build incredible chatbotsIT and Web Development All Levels Udemy Independent/Organisation
Try Django 1.10 | Create a URL Shortening Service,https://www.udemy.com/try-django-1-10/,All Levels,Udemy,Independent/Organisation,True,Try Django 1.10 | Create a URL Shortening Service try django 1 10IT and Web Development All Levels Udemy Independent/Organisation
Projects in CSS,https://www.udemy.com/projects-in-css/,All Levels,Udemy,Independent/Organisation,True,Projects in CSS projects in cssIT and Web Development All Levels Udemy Independent/Organisation
Ruby on Rails: Training and Skills to Build Web Applications,https://www.udemy.com/the-startups-guide-to-web-development-with-ruby-on-rails/,All Levels,Udemy,Independent/Organisation,True,Ruby on Rails: Training and Skills to Build Web Applications the startups guide to web development with ruby on railsIT and Web Development All Levels Udemy Independent/Organisation
Learn and Understand React,https://www.udemy.com/learn-and-understand-react-and-redux-i/,All Levels,Udemy,Independent/Organisation,True,Learn and Understand React learn and understand react and redux iIT and Web Development All Levels Udemy Independent/Organisation
Learn Javascript & JQuery From Scratch,https://www.udemy.com/learn-javascript-jquery-from-scratch/,All Levels,Udemy,Independent/Organisation,True,Learn Javascript & JQuery From Scratch learn javascript jquery from scratchIT and Web Development All Levels Udemy Independent/Organisation
Learn to use JSON,https://www.udemy.com/learn-to-use-json/,Beginner Level,Udemy,Independent/Organisation,True,Learn to use JSON learn to use jsonIT and Web Development Beginner Level Udemy Independent/Organisation
The Ultimate Web Developer How To Guide,https://www.udemy.com/learn-web-development-complete-step-by-step-guide-to-success/,All Levels,Udemy,Independent/Organisation,True,The Ultimate Web Developer How To Guide learn web development complete step by step guide to successIT and Web Development All Levels Udemy Independent/Organisation
"Build A Complete CRUD Application With PHP, MYSQL & JQUERY",https://www.udemy.com/build-a-complete-crud-application-with-php-mysql-jquery/,All Levels,Udemy,Independent/Organisation,True,"Build A Complete CRUD Application With PHP, MYSQL & JQUERY build a complete crud application with php mysql jqueryIT and Web Development All Levels Udemy Independent/Organisation"
jQuery Crash Course: Learn the Essentials of jQuery Fast,https://www.udemy.com/learn-jquery-crash-course/,All Levels,Udemy,Independent/Organisation,True,jQuery Crash Course: Learn the Essentials of jQuery Fast learn jquery crash courseIT and Web Development All Levels Udemy Independent/Organisation
Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS,https://www.udemy.com/drupal-tutorial/,Beginner Level,Udemy,Independent/Organisation,True,Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS drupal tutorialIT and Web Development Beginner Level Udemy Independent/Organisation
The Complete PHP CodeIgniter Course: Beginner To Advanced,https://www.udemy.com/codeignitercourse/,All Levels,Udemy,Independent/Organisation,True,The Complete PHP CodeIgniter Course: Beginner To Advanced codeignitercourseIT and Web Development All Levels Udemy Independent/Organisation
